phrase,frequency,concordance_score,uniqueness,wiki_score,popularity,purity,suggested_query_score,computer science,python,machine learning,artificial intelligence,ai,deep learning,algorithms,code,architecture,api,software,framework,computer security,computer system,computer systems,label
denotational semantics,23,0.0,0.72285,0.8,3.621004566210046e-05,0.9326923076923077,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
data mining,334,4.693366708385482,0.89275,0.75,0.008142857142857143,0.9602272727272727,1.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,True
cluster analysis,76,7.352941176470589,0.8683000000000001,0.4,0.00032571428571428573,0.9269005847953217,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
information theory,70,0.9079118028534372,0.9576,0.65,0.0013301435406698565,0.9894736842105263,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
coding theory,8,3.0303030303030303,0.81585,0.45,0.00012571428571428572,1.0347490347490347,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computer architecture,14,0.36429872495446264,0.943025,0.75,0.00149746192893401,0.9659735349716446,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
network architecture,21,0.8944543828264758,0.943075,0.6,0.0007188940092165898,0.8846153846153846,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computer graphics,16,7.285974499089254,0.9545,0.9,0.002515981735159817,0.9635761589403974,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
digital geometry,7,0.0,0.807125,0.55,9.49771689497717e-06,1.0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
cartography,7,0.0,1.0,0.45,0.000455045871559633,0.9851485148514851,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
maps,82,0.0,0.93645,0.5,0.022922374429223746,1.010183299389002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
data security,24,0.31289111389236546,0.9893000000000001,0.85,0.0008272727272727273,0.898876404494382,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
data protection,11,0.5006257822277848,0.973925,0.7,0.002086363636363636,1.2519685039370079,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
temperature control,9,16.666666666666664,0.943825,0.05,7.899543378995434e-05,0.9830508474576272,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
thermoregulation,0,0.0,1.0,0.05,3.395238095238095e-05,1.6690042075736324,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
concurrent computing,4,0.0,0.678725,0.95,1.2818181818181818e-05,0.9605734767025089,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
parallel computing,73,3.2490974729241873,0.84605,1.0,0.0006712328767123287,0.9296875,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
algorithmic art,0,0.0,0.991575,0.65,2.502283105022831e-06,0.9891891891891892,1.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True
cellular automata,198,13.953488372093023,0.9075500000000001,0.7,0.0002119047619047619,1.6725978647686832,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
digital forensics,44,0.7462686567164178,0.9909,0.7,0.00013881278538812786,1.0101010101010102,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True
computer forensics,15,0.0,0.992225,0.8,0.00027545454545454547,0.9984301412872841,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
identity management,18,25.64102564102564,0.921625,0.8,0.00018947368421052632,1.0731707317073171,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
identity management systems,0,0.0,0.9425500000000001,0.85,5.4128440366972475e-05,1.719298245614035,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
firmware,4,0.0,0.50775,0.8,0.0008486238532110092,0.9576719576719577,1.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,True
bios,1,0.0,0.6536,0.55,0.0011227272727272726,1.0580645161290323,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
internet security,10,1.8181818181818181,0.986375,0.85,0.0005,0.9411764705882353,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
transport layer security,0,0.0,0.9176333333333333,0.95,5.095238095238095e-05,1.0095238095238095,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
graph theory,48,3.79746835443038,0.8474999999999999,0.95,0.0012045454545454545,0.5727069351230425,2.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
graph operations,6,0.0,0.8561749999999999,0.95,1.0141509433962264e-05,1.0,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
smartphones,145,0.0,1.0,0.3,0.003112612612612613,1.0047846889952152,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
iphone,0,0.0,1.0,0.95,0.0029864864864864865,0.983679525222552,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
method engineering,2,0.8746355685131195,0.9530000000000001,0.45,1.3139013452914798e-05,1.0033112582781456,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
fagan inspection,0,0.0,0.9141,0.35,1.1542056074766356e-06,0.9959514170040485,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
backup,10,0.0,0.84425,0.7,0.0027219730941704036,0.9578606158833063,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
backup software,0,0.0,0.91835,0.95,6.401869158878504e-05,1.7183098591549295,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
secure communication,43,1.550387596899225,0.9361250000000001,0.85,0.0001,0.9598214285714286,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
cryptography,95,0.0,0.01455,0.9,0.003285714285714286,0.990990990990991,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
information theory,70,0.9079118028534372,0.9576,0.65,0.0012991071428571429,0.5643153526970954,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
units of information,0,0.0,0.9749666666666666,0.4,0.0008026905829596413,1.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
bioinformatics,76,0.0,0.24735,0.5,0.006651162790697674,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
phylogenetics,1,0.0,1.0,0.2,7.12962962962963e-05,1.0522875816993464,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
geolocation,13,0.0,1.0,0.6,0.0002163551401869159,0.8586572438162544,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True
tracking,172,0.0,0.8475,0.45,0.0165625,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
web development,0,1.1661807580174928,0.99265,1.0,0.003187214611872146,1.004225352112676,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True
web syndication,1,0.0,0.84215,0.35,1.6822429906542055e-06,1.0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
omics,0,0.0,1.0,0.0,0.00013411214953271028,0.9697986577181208,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
phenomics,0,0.0,1.0,0.4,9.417040358744395e-06,0.6287425149700598,1.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True
functional groups,2,0.7633587786259541,0.9357249999999999,0.0,0.0001288888888888889,1.013986013986014,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
esters,1,0.0,1.0,0.0,7.963800904977376e-05,1.6134020618556701,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
artificial intelligence,330,30.88235294117647,0.788925,0.95,0.015733695652173914,0.996661101836394,2.6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,True
robotics,138,0.0,0.40305,0.75,0.014297752808988764,1.0875420875420876,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
data security,24,0.31289111389236546,0.9893000000000001,0.85,0.0007824074074074074,1.0242424242424242,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
backup,10,0.0,0.84425,0.7,0.001622994652406417,1.0169204737732656,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
smartphones,145,0.0,1.0,0.3,0.001831111111111111,0.9975961538461539,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
smartphone patent wars,0,0.0,0.7063333333333333,0.8,1.516431924882629e-06,0.9843260188087775,-0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
identification,679,0.0,0.83945,0.15,0.02294392523364486,1.0062893081761006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
biometrics,64,0.0,1.0,0.8,0.0007792792792792793,1.0058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
digital rights management,0,0.0,0.9878666666666667,0.75,5.355450236966825e-05,1.0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
digital watermarking,20,2.2388059701492535,0.9909,0.65,5.3153153153153155e-05,1.6134453781512605,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
computational science,8,0.5025125628140703,0.777325,0.75,0.0009285714285714286,1.0495049504950495,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
numerical analysis,94,3.6363636363636362,0.803875,0.85,0.0007692307692307692,1.1189189189189188,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computational physics,7,0.0,0.7213,0.5,0.00011855203619909502,0.9645390070921985,2.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computational fluid dynamics,0,0.0,0.6920000000000001,0.7,0.0001660633484162896,0.6006546644844517,1.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True
network service,2,0.17889087656529518,0.9898750000000001,0.15,0.00010720720720720721,1.0042194092827004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
web services,266,16.909620991253643,0.99595,0.7,0.0025596330275229357,1.2109777015437393,1.3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,True
online services,9,0.3861003861003861,0.9957750000000001,0.4,0.0003658878504672897,1.0112359550561798,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
instant messaging,12,66.66666666666666,0.792225,0.45,0.0002540284360189573,1.0216998191681737,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
theoretical computer science,0,0.0,0.8872,0.75,0.0008858447488584475,0.6398601398601399,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
quantum information science,0,0.0,0.8997,0.8,4.325358851674641e-05,0.9352601156069364,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
anonymity,68,0.0,1.0,0.5,0.00081,0.9484536082474226,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
anonymous social media,0,0.0,0.9445666666666668,0.6,1.9771689497716896e-06,1.6374133949191685,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
cloud computing,592,0.0,0.804025,0.8,0.0028846153846153848,1.370023419203747,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
serverless computing,1,0.0,0.9445250000000001,0.8,1.880952380952381e-05,1.660668380462725,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
identification,679,0.0,0.83945,0.15,0.023095238095238096,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
anonymity,68,0.0,1.0,0.5,0.0008660287081339713,0.79,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
concurrency control,37,72.72727272727273,0.9917,0.95,8.584474885844749e-05,1.0106382978723405,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
transaction processing,14,9.375,0.8768499999999999,0.65,0.0001634259259259259,1.0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
artificial neural networks,0,0.0,0.7176166666666667,0.95,0.0009861111111111112,0.9563106796116505,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
neural network software,0,0.0,0.8307666666666668,1.0,2.0190476190476192e-05,1.0348258706467661,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
uncrewed spacecraft,0,0.0,0.682725,0.05,2.1761904761904762e-07,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
cargo spacecraft,0,0.0,0.525525,0.05,2.851851851851852e-06,0.9569620253164557,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
software engineering,151,8.51063829787234,0.972975,0.9,0.014398148148148148,0.9347181008902077,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
software development,101,12.056737588652481,0.990675,0.95,0.008847926267281106,0.967391304347826,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
lexicography,4,0.0,1.0,0.2,6.129032258064516e-05,1.0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
terminology,10,0.0,0.50555,0.0,0.007368421052631579,0.6015625,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
identification,679,0.0,0.83945,0.15,0.023095238095238096,1.0146443514644352,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
identifiers,9,0.0,0.13085,0.4,0.001036697247706422,1.0989583333333333,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
robot control,22,6.0,0.86195,0.85,8.073394495412844e-05,0.6006944444444444,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
robot locomotion,0,0.0,0.87025,0.4,9.220183486238532e-06,1.0050251256281406,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
assistive technology,10,50.0,0.9929,0.25,0.00036605504587155965,0.6140350877192983,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computer accessibility,0,0.0,0.89665,0.95,4.583732057416268e-06,0.996661101836394,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computer graphics,16,7.285974499089254,0.9545,0.9,0.002523148148148148,0.901453957996769,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
shading,6,0.0,1.0,0.85,0.00040506912442396314,0.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
cryptocurrencies,6,0.0,1.0,0.75,0.0001317972350230415,0.9817518248175182,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
ethereum,2,0.0,1.0,0.75,0.0006634615384615384,0.9602649006622517,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
electronic waste,0,0.0,0.924175,0.1,2.9675925925925925e-05,1.0031201248049921,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computer recycling,0,0.0,0.849475,0.15,1.8755760368663594e-05,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
quantum information science,0,0.0,0.8997,0.8,2.5429362880886425e-05,1.021590909090909,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
quantum information theory,0,0.0,0.87955,0.7,4.838709677419355e-05,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
philosophy of mind,0,0.0,0.9363333333333334,0.5,0.0001837962962962963,1.7837150127226462,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
philosophy of psychology,0,0.0,0.9008166666666666,0.25,9.450867052023121e-05,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
classes of computers,0,0.0,0.9606666666666667,0.85,0.00010230414746543778,1.0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
reconfigurable computing,23,8.333333333333332,0.9445250000000001,0.9,4.43778801843318e-05,1.0,1.2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,True
computer data storage,0,0.0,0.9761000000000001,0.65,3.768518518518518e-05,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
cloud storage,74,0.0,0.8346750000000001,0.95,0.0004225806451612903,0.9774509803921568,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computational statistics,10,0.0,0.75935,0.8,6.912442396313364e-05,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
variance reduction,16,0.0,0.7006749999999999,0.6,2.673076923076923e-05,0.9785714285714285,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computer graphics,16,7.285974499089254,0.9545,0.9,0.0026203703703703706,1.1282527881040891,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
graphics software,0,1.6,0.9585,1.0,6.25e-05,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computational complexity theory,0,0.0,0.7318000000000001,0.9,8.888888888888889e-05,1.6428571428571428,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
circuit complexity,3,0.0,0.7781750000000001,0.9,2.7658959537572254e-05,1.0557491289198606,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
image compression,101,3.8539553752535496,0.84405,0.95,0.00015550239234449762,0.8895348837209303,2.8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
jpeg,27,0.0,0.6332,0.85,0.0006682027649769585,1.006993006993007,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
data modeling,5,0.7509386733416771,0.8852500000000001,0.9,0.0003444444444444444,0.8985507246376812,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
identification,679,0.0,0.83945,0.15,0.02212962962962963,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computer graphics,16,7.285974499089254,0.9545,0.9,0.0027548076923076923,1.0103270223752152,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
video game graphics,0,0.0,0.9672000000000001,0.9,6.6346153846153846e-06,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
prisons,0,0.0,0.3047,0.0,0.00042067307692307695,0.9897843359818388,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
prison food,0,0.0,0.87985,0.0,1.1583333333333334e-06,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
data security,24,0.31289111389236546,0.9893000000000001,0.85,0.0007788461538461538,0.9940828402366864,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computer access control,0,0.0,0.9839000000000001,0.95,7.826086956521738e-06,1.0,0.7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,True
networking hardware,0,5.88235294117647,0.9314,0.5,5.316091954022988e-05,1.037837837837838,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
netgear,0,0.0,0.36195,0.6,0.0007451923076923077,1.590643274853801,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computer security,13,2.0036429872495445,0.984775,0.85,0.0007988165680473373,0.9341085271317829,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
computer surveillance,0,0.0,0.8416250000000001,0.75,2.3380281690140844e-06,0.9920792079207921,1.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,True
formal methods,65,4.624277456647398,0.892075,0.75,0.0003521739130434783,1.4839572192513368,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
program analysis,8,2.8000000000000003,0.979425,0.75,0.00010787037037037037,1.0,0.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
artificial neural networks,0,0.0,0.7176166666666667,0.95,0.0011497584541062802,0.8990825688073395,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
deep learning,486,5.555555555555555,0.944725,0.9,0.006328502415458937,1.0172413793103448,5.1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,True
computer programming,8,0.18214936247723132,0.951225,0.7,0.0037828054298642533,1.0036144578313253,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
debugging,15,0.0,0.43925,0.95,0.0020363636363636365,0.9978165938864629,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
ubiquitous computing,63,55.91397849462365,0.459475,0.85,0.000419047619047619,0.5972789115646259,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
tracking,172,0.0,0.8475,0.45,0.009972527472527472,0.9918032786885246,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
brand management,0,0.0,0.970575,0.0,0.0007962085308056872,1.036144578313253,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
trademarks,2,0.0,0.92015,0.05,0.0038779342723004695,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
signal processing,100,36.17021276595745,0.9033249999999999,0.9,0.006515837104072398,1.0,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
geometry processing,0,0.0,0.7790999999999999,0.85,2.146788990825688e-05,1.6997792494481236,2.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
computer security software,0,0.0,0.9873333333333333,0.95,4.9773755656108595e-05,1.009090909090909,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computer forensics,15,0.0,0.992225,0.8,0.00027681818181818184,0.9480286738351255,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
security engineering,3,0.966183574879227,0.9693,0.75,0.00010424528301886792,1.081447963800905,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True
access control,126,35.12544802867383,0.983625,0.75,0.0014772727272727272,0.9090909090909091,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
national security agency,0,0.0,0.9741666666666666,0.1,6.73972602739726e-05,0.5710526315789474,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
venona project,0,0.0,0.9928250000000001,0.05,6.108597285067873e-07,0.9558823529411765,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
scientific visualization,5,4.477611940298507,0.666875,0.75,5.136363636363636e-05,1.0265486725663717,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
flow visualization,3,0.0,0.670925,0.45,2.1324200913242008e-05,0.9851063829787234,1.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True
computational statistics,10,0.0,0.75935,0.8,7.013574660633484e-05,1.0402684563758389,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
data mining,334,4.693366708385482,0.89275,0.75,0.007556561085972851,0.9837837837837838,1.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,True
assistive technology,10,50.0,0.9929,0.25,0.0002304147465437788,1.7410526315789474,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
hearing aids,11,0.0,0.887525,0.15,6.0164835164835166e-05,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
machine learning,497,30.708661417322837,0.954475,1.0,0.026787330316742082,1.2868852459016393,4.4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,True
unsupervised learning,56,33.33333333333333,0.983275,0.9,0.0003041095890410959,0.9153737658674189,2.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
software quality,29,1.0638297872340425,0.98645,0.85,0.0015520361990950227,1.151862464183381,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
software testing,34,0.9456264775413712,0.959975,1.0,0.0011928251121076233,1.0037593984962405,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
classes of computers,0,0.0,0.9606666666666667,0.85,0.0001004524886877828,1.0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
supercomputers,23,0.0,1.0,0.85,0.00017545454545454545,1.01994301994302,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computer architecture,14,0.36429872495446264,0.943025,0.75,0.0014414414414414415,0.9820143884892086,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
classes of computers,0,0.0,0.9606666666666667,0.85,0.0001009090909090909,1.0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
security engineering,3,0.966183574879227,0.9693,0.75,5.978552278820375e-05,1.0,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True
secure communication,43,1.550387596899225,0.9361250000000001,0.85,0.0001,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
information privacy,8,0.12970168612191957,0.9944500000000001,0.8,7.035398230088496e-05,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
medical privacy,0,0.0,0.98315,0.5,4.268722466960353e-06,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
classes of computers,0,0.0,0.9606666666666667,0.85,9.823008849557522e-05,1.0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
embedded systems,91,21.374045801526716,0.858325,0.8,0.0033318385650224214,1.0361990950226245,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
internet fraud,0,0.0,0.88185,0.35,1.6327433628318584e-05,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
fake news,6,0.0,0.845225,0.15,0.00018061674008810572,0.6071428571428571,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
robotics,138,0.0,0.40305,0.75,0.013955555555555556,1.665615141955836,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
cloud robotics,5,0.0,0.561025,0.9,6.577777777777778e-06,0.6008230452674898,0.7777777777777778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
internet privacy,1,0.0,0.989475,0.75,6.577777777777777e-05,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
email hacking,0,0.0,0.7078249999999999,0.4,7.901785714285713e-06,0.9943181818181818,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
robotics,138,0.0,0.40305,0.75,0.014026548672566372,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
laws of robotics,0,0.0,0.771,0.55,1.4258241758241759e-05,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
classes of computers,0,0.0,0.9606666666666667,0.85,9.910714285714286e-05,1.0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
analog computers,0,0.0,0.8538749999999999,0.5,6.0846560846560845e-06,1.0896226415094339,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
coding theory,8,3.0303030303030303,0.81585,0.45,0.0001079646017699115,1.1097560975609757,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
neural coding,16,0.0,0.6147,0.45,2.88e-05,1.0179487179487179,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
digital signal processing,0,0.0,0.9294833333333333,0.85,0.0005418502202643172,1.0,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
image processing,193,7.707910750507099,0.9535,0.85,0.004933920704845815,0.9814814814814815,2.8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
information theory,70,0.9079118028534372,0.9576,0.65,0.0011938325991189427,0.9775641025641025,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
network performance,16,3.041144901610018,0.978375,0.45,0.00025330396475770924,1.036697247706422,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
data compression,34,0.5632040050062578,0.850175,0.75,0.00022324561403508773,1.0609756097560976,1.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,True
